date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:39	57332/57332	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dff4-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Light.eot	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Light.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:39	57332/57332	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dff4-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Light.eot?	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_Lightd41d.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:39	29556/29556	---M--	200	added ('OK')	text/html	etag:%227374-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Light.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_Light.html	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:39	37065/37065	---M--	200	added ('OK')	application/x-font-woff	etag:%2290c9-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Light.woff	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_Light.woff	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:39	57028/57028	---M--	200	added ('OK')	application/x-font-ttf	etag:%22dec4-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Light.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_Light.ttf	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:40	62992/62992	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f610-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_UltraLight.eot	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_UltraLight.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:40	62992/62992	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f610-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_UltraLight.eot?	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/eot/IRANSansWeb_UltraLightd41d.eot	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:40	31292/31292	---M--	200	added ('OK')	text/html	etag:%227a3c-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_UltraLight.woff2	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff2/IRANSansWeb_UltraLight.html	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:40	39529/39529	---M--	200	added ('OK')	application/x-font-woff	etag:%229a69-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_UltraLight.woff	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/woff/IRANSansWeb_UltraLight.woff	(from https://mojtababagheri.ir/assets/css/fonts.css)
13:00:41	62668/62668	---M--	200	added ('OK')	application/x-font-ttf	etag:%22f4cc-594500a615a00%22	https://mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_UltraLight.ttf	D:/My%20Hindi%20Web%20pages/MB/mojtababagheri.ir/assets/fonts/ttf/IRANSansWeb_UltraLight.ttf	(from https://mojtababagheri.ir/assets/css/fonts.css)
